Indexing started : 2026-03-16 15:20:38.584491
Device           : cpu (FP32)
Batch size       : 10
Folder           : ./assets40k
-----------------------------------------------------------------------------------------------
progress | decode | embed | db | total | CPU% RAM% GPU% VRAM | ETA
-----------------------------------------------------------------------------------------------
TurboJPEG        : not used (PIL sufficient at this batch size)
batch 1/4067 (10/40670) | decode:0.14s embed:0.33s db:0.13s total:0.46s | CPU:29% RAM:88% GPU:N/A | ETA:31m24s
batch 2592/4067 (25920/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:74% RAM:86% GPU:N/A | ETA:9m36s
batch 2593/4067 (25930/40670) | decode:0.14s embed:0.37s db:0.02s total:0.39s | CPU:86% RAM:86% GPU:N/A | ETA:9m35s
batch 2594/4067 (25940/40670) | decode:0.12s embed:0.37s db:0.02s total:0.40s | CPU:76% RAM:86% GPU:N/A | ETA:9m37s
batch 2595/4067 (25950/40670) | decode:0.14s embed:0.37s db:0.02s total:0.40s | CPU:70% RAM:86% GPU:N/A | ETA:9m39s
batch 2596/4067 (25960/40670) | decode:0.12s embed:0.41s db:0.03s total:0.44s | CPU:75% RAM:86% GPU:N/A | ETA:9m51s
batch 2597/4067 (25970/40670) | decode:0.12s embed:0.36s db:0.02s total:0.39s | CPU:71% RAM:86% GPU:N/A | ETA:9m46s
batch 2598/4067 (25980/40670) | decode:0.12s embed:0.40s db:0.03s total:0.43s | CPU:69% RAM:86% GPU:N/A | ETA:9m53s
batch 2599/4067 (25990/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:78% RAM:86% GPU:N/A | ETA:9m47s
batch 2600/4067 (26000/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:81% RAM:86% GPU:N/A | ETA:9m41s
batch 2601/4067 (26010/40670) | decode:0.11s embed:0.37s db:0.02s total:0.39s | CPU:74% RAM:86% GPU:N/A | ETA:9m38s
batch 2602/4067 (26020/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:72% RAM:86% GPU:N/A | ETA:9m34s
batch 2603/4067 (26030/40670) | decode:0.12s embed:0.37s db:0.03s total:0.40s | CPU:76% RAM:86% GPU:N/A | ETA:9m35s
batch 2604/4067 (26040/40670) | decode:0.12s embed:0.36s db:0.02s total:0.39s | CPU:79% RAM:86% GPU:N/A | ETA:9m33s
batch 2605/4067 (26050/40670) | decode:0.13s embed:0.36s db:0.03s total:0.39s | CPU:75% RAM:86% GPU:N/A | ETA:9m32s
batch 2606/4067 (26060/40670) | decode:0.12s embed:0.39s db:0.03s total:0.41s | CPU:75% RAM:86% GPU:N/A | ETA:9m38s
batch 2607/4067 (26070/40670) | decode:0.12s embed:0.37s db:0.03s total:0.40s | CPU:76% RAM:86% GPU:N/A | ETA:9m38s
batch 2608/4067 (26080/40670) | decode:0.12s embed:0.37s db:0.03s total:0.39s | CPU:76% RAM:86% GPU:N/A | ETA:9m37s
batch 2609/4067 (26090/40670) | decode:0.12s embed:0.38s db:0.03s total:0.41s | CPU:79% RAM:86% GPU:N/A | ETA:9m40s
batch 2610/4067 (26100/40670) | decode:0.12s embed:0.35s db:0.03s total:0.38s | CPU:67% RAM:86% GPU:N/A | ETA:9m35s
batch 2611/4067 (26110/40670) | decode:0.15s embed:0.37s db:0.03s total:0.40s | CPU:72% RAM:86% GPU:N/A | ETA:9m36s
batch 2612/4067 (26120/40670) | decode:0.12s embed:0.37s db:0.03s total:0.39s | CPU:70% RAM:86% GPU:N/A | ETA:9m35s
batch 2613/4067 (26130/40670) | decode:0.14s embed:0.36s db:0.03s total:0.39s | CPU:70% RAM:86% GPU:N/A | ETA:9m34s
batch 2614/4067 (26140/40670) | decode:0.13s embed:0.36s db:0.03s total:0.38s | CPU:80% RAM:86% GPU:N/A | ETA:9m30s
batch 2615/4067 (26150/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:80% RAM:86% GPU:N/A | ETA:9m29s
batch 2616/4067 (26160/40670) | decode:0.11s embed:0.36s db:0.03s total:0.39s | CPU:82% RAM:86% GPU:N/A | ETA:9m27s
batch 2617/4067 (26170/40670) | decode:0.13s embed:0.36s db:0.03s total:0.39s | CPU:69% RAM:86% GPU:N/A | ETA:9m26s
batch 2618/4067 (26180/40670) | decode:0.13s embed:0.36s db:0.03s total:0.39s | CPU:64% RAM:86% GPU:N/A | ETA:9m24s
batch 2619/4067 (26190/40670) | decode:0.13s embed:0.36s db:0.03s total:0.39s | CPU:69% RAM:86% GPU:N/A | ETA:9m24s
batch 2620/4067 (26200/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:81% RAM:86% GPU:N/A | ETA:9m23s
batch 2621/4067 (26210/40670) | decode:0.14s embed:0.36s db:0.03s total:0.39s | CPU:78% RAM:86% GPU:N/A | ETA:9m22s
batch 2622/4067 (26220/40670) | decode:0.14s embed:0.36s db:0.03s total:0.39s | CPU:80% RAM:86% GPU:N/A | ETA:9m23s
batch 2623/4067 (26230/40670) | decode:0.15s embed:0.36s db:0.03s total:0.38s | CPU:64% RAM:86% GPU:N/A | ETA:9m21s
batch 2624/4067 (26240/40670) | decode:0.14s embed:0.36s db:0.03s total:0.39s | CPU:72% RAM:86% GPU:N/A | ETA:9m21s
batch 2625/4067 (26250/40670) | decode:0.11s embed:0.36s db:0.03s total:0.39s | CPU:70% RAM:86% GPU:N/A | ETA:9m20s
batch 2626/4067 (26260/40670) | decode:0.10s embed:0.37s db:0.03s total:0.40s | CPU:67% RAM:86% GPU:N/A | ETA:9m22s
batch 2627/4067 (26270/40670) | decode:0.14s embed:0.37s db:0.03s total:0.39s | CPU:64% RAM:86% GPU:N/A | ETA:9m23s
batch 2628/4067 (26280/40670) | decode:0.11s embed:0.36s db:0.02s total:0.39s | CPU:75% RAM:86% GPU:N/A | ETA:9m21s
batch 2629/4067 (26290/40670) | decode:0.10s embed:0.36s db:0.02s total:0.39s | CPU:79% RAM:86% GPU:N/A | ETA:9m20s
batch 2630/4067 (26300/40670) | decode:0.10s embed:0.36s db:0.03s total:0.38s | CPU:73% RAM:86% GPU:N/A | ETA:9m17s
batch 2631/4067 (26310/40670) | decode:0.14s embed:0.35s db:0.02s total:0.38s | CPU:83% RAM:86% GPU:N/A | ETA:9m14s
batch 2632/4067 (26320/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:72% RAM:86% GPU:N/A | ETA:9m15s
batch 2633/4067 (26330/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:76% RAM:86% GPU:N/A | ETA:9m14s
batch 2634/4067 (26340/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:75% RAM:86% GPU:N/A | ETA:9m13s
batch 2635/4067 (26350/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:80% RAM:86% GPU:N/A | ETA:9m11s
batch 2636/4067 (26360/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:72% RAM:86% GPU:N/A | ETA:9m10s
batch 2637/4067 (26370/40670) | decode:0.13s embed:0.38s db:0.03s total:0.41s | CPU:84% RAM:86% GPU:N/A | ETA:9m18s
batch 2638/4067 (26380/40670) | decode:0.13s embed:0.39s db:0.03s total:0.42s | CPU:78% RAM:86% GPU:N/A | ETA:9m27s
batch 2639/4067 (26390/40670) | decode:0.12s embed:0.36s db:0.03s total:0.38s | CPU:78% RAM:86% GPU:N/A | ETA:9m23s
batch 2640/4067 (26400/40670) | decode:0.11s embed:0.37s db:0.03s total:0.40s | CPU:74% RAM:86% GPU:N/A | ETA:9m23s
batch 2641/4067 (26410/40670) | decode:0.14s embed:0.36s db:0.03s total:0.39s | CPU:64% RAM:86% GPU:N/A | ETA:9m22s
batch 2642/4067 (26420/40670) | decode:0.13s embed:0.40s db:0.03s total:0.43s | CPU:74% RAM:86% GPU:N/A | ETA:9m32s
batch 2643/4067 (26430/40670) | decode:0.13s embed:0.39s db:0.03s total:0.42s | CPU:78% RAM:86% GPU:N/A | ETA:9m37s
batch 2644/4067 (26440/40670) | decode:0.14s embed:0.41s db:0.03s total:0.44s | CPU:87% RAM:86% GPU:N/A | ETA:9m46s
batch 2645/4067 (26450/40670) | decode:0.10s embed:0.38s db:0.04s total:0.42s | CPU:77% RAM:86% GPU:N/A | ETA:9m47s
batch 2646/4067 (26460/40670) | decode:0.12s embed:0.39s db:0.03s total:0.42s | CPU:85% RAM:86% GPU:N/A | ETA:9m47s
batch 2647/4067 (26470/40670) | decode:0.13s embed:0.37s db:0.04s total:0.41s | CPU:82% RAM:86% GPU:N/A | ETA:9m45s
batch 2648/4067 (26480/40670) | decode:0.14s embed:0.35s db:0.03s total:0.38s | CPU:73% RAM:86% GPU:N/A | ETA:9m36s
batch 2649/4067 (26490/40670) | decode:0.12s embed:0.36s db:0.03s total:0.38s | CPU:62% RAM:86% GPU:N/A | ETA:9m28s
batch 2650/4067 (26500/40670) | decode:0.16s embed:0.36s db:0.04s total:0.40s | CPU:68% RAM:86% GPU:N/A | ETA:9m29s
batch 2651/4067 (26510/40670) | decode:0.13s embed:0.36s db:0.04s total:0.41s | CPU:71% RAM:86% GPU:N/A | ETA:9m30s
batch 2652/4067 (26520/40670) | decode:0.12s embed:0.36s db:0.04s total:0.40s | CPU:66% RAM:86% GPU:N/A | ETA:9m28s
batch 2653/4067 (26530/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:68% RAM:86% GPU:N/A | ETA:9m23s
batch 2654/4067 (26540/40670) | decode:0.12s embed:0.37s db:0.04s total:0.41s | CPU:68% RAM:86% GPU:N/A | ETA:9m25s
batch 2655/4067 (26550/40670) | decode:0.14s embed:0.36s db:0.04s total:0.40s | CPU:70% RAM:86% GPU:N/A | ETA:9m25s
batch 2656/4067 (26560/40670) | decode:0.14s embed:0.37s db:0.04s total:0.41s | CPU:59% RAM:86% GPU:N/A | ETA:9m26s
batch 2657/4067 (26570/40670) | decode:0.13s embed:0.35s db:0.04s total:0.40s | CPU:70% RAM:86% GPU:N/A | ETA:9m24s
batch 2658/4067 (26580/40670) | decode:0.13s embed:0.37s db:0.03s total:0.40s | CPU:57% RAM:86% GPU:N/A | ETA:9m25s
batch 2659/4067 (26590/40670) | decode:0.14s embed:0.35s db:0.04s total:0.39s | CPU:66% RAM:86% GPU:N/A | ETA:9m21s
batch 2660/4067 (26600/40670) | decode:0.14s embed:0.37s db:0.04s total:0.41s | CPU:54% RAM:86% GPU:N/A | ETA:9m22s
batch 2661/4067 (26610/40670) | decode:0.12s embed:0.39s db:0.25s total:0.64s | CPU:51% RAM:87% GPU:N/A | ETA:10m30s
batch 2662/4067 (26620/40670) | decode:0.13s embed:0.35s db:0.03s total:0.38s | CPU:62% RAM:87% GPU:N/A | ETA:10m11s
batch 2663/4067 (26630/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:78% RAM:87% GPU:N/A | ETA:9m54s
batch 2664/4067 (26640/40670) | decode:0.15s embed:0.37s db:0.02s total:0.39s | CPU:81% RAM:87% GPU:N/A | ETA:9m44s
batch 2665/4067 (26650/40670) | decode:0.14s embed:0.36s db:0.03s total:0.39s | CPU:68% RAM:86% GPU:N/A | ETA:9m35s
batch 2666/4067 (26660/40670) | decode:0.13s embed:0.35s db:0.02s total:0.36s | CPU:63% RAM:86% GPU:N/A | ETA:9m21s
batch 2667/4067 (26670/40670) | decode:0.13s embed:0.36s db:0.02s total:0.37s | CPU:75% RAM:86% GPU:N/A | ETA:9m14s
batch 2668/4067 (26680/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:79% RAM:86% GPU:N/A | ETA:9m8s
batch 2669/4067 (26690/40670) | decode:0.12s embed:0.44s db:0.02s total:0.47s | CPU:75% RAM:86% GPU:N/A | ETA:9m28s
batch 2670/4067 (26700/40670) | decode:0.12s embed:0.38s db:0.02s total:0.40s | CPU:71% RAM:86% GPU:N/A | ETA:9m25s
batch 2671/4067 (26710/40670) | decode:0.11s embed:0.41s db:0.02s total:0.43s | CPU:74% RAM:86% GPU:N/A | ETA:9m31s
batch 2672/4067 (26720/40670) | decode:0.11s embed:0.40s db:0.02s total:0.42s | CPU:71% RAM:86% GPU:N/A | ETA:9m33s
batch 2673/4067 (26730/40670) | decode:0.11s embed:0.37s db:0.02s total:0.39s | CPU:75% RAM:86% GPU:N/A | ETA:9m26s
batch 2674/4067 (26740/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:84% RAM:86% GPU:N/A | ETA:9m19s
batch 2675/4067 (26750/40670) | decode:0.13s embed:0.36s db:0.02s total:0.39s | CPU:71% RAM:87% GPU:N/A | ETA:9m14s
batch 2676/4067 (26760/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:70% RAM:87% GPU:N/A | ETA:9m8s
batch 2677/4067 (26770/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:65% RAM:86% GPU:N/A | ETA:9m7s
batch 2678/4067 (26780/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:71% RAM:86% GPU:N/A | ETA:9m2s
batch 2679/4067 (26790/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:76% RAM:87% GPU:N/A | ETA:8m59s
batch 2680/4067 (26800/40670) | decode:0.12s embed:0.36s db:0.02s total:0.37s | CPU:69% RAM:86% GPU:N/A | ETA:8m54s
batch 2681/4067 (26810/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:68% RAM:87% GPU:N/A | ETA:8m52s
batch 2682/4067 (26820/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:74% RAM:87% GPU:N/A | ETA:8m50s
batch 2683/4067 (26830/40670) | decode:0.12s embed:0.37s db:0.02s total:0.40s | CPU:72% RAM:87% GPU:N/A | ETA:8m54s
batch 2684/4067 (26840/40670) | decode:0.10s embed:0.38s db:0.02s total:0.40s | CPU:67% RAM:87% GPU:N/A | ETA:8m57s
batch 2685/4067 (26850/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:61% RAM:87% GPU:N/A | ETA:8m55s
batch 2686/4067 (26860/40670) | decode:0.11s embed:0.36s db:0.02s total:0.39s | CPU:70% RAM:87% GPU:N/A | ETA:8m54s
batch 2687/4067 (26870/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:74% RAM:86% GPU:N/A | ETA:8m51s
batch 2688/4067 (26880/40670) | decode:0.13s embed:0.42s db:0.02s total:0.44s | CPU:80% RAM:87% GPU:N/A | ETA:9m7s
batch 2689/4067 (26890/40670) | decode:0.11s embed:0.36s db:0.02s total:0.39s | CPU:72% RAM:87% GPU:N/A | ETA:9m3s
batch 2690/4067 (26900/40670) | decode:0.11s embed:0.37s db:0.02s total:0.40s | CPU:66% RAM:86% GPU:N/A | ETA:9m4s
batch 2691/4067 (26910/40670) | decode:0.13s embed:0.40s db:0.02s total:0.42s | CPU:70% RAM:87% GPU:N/A | ETA:9m11s
batch 2692/4067 (26920/40670) | decode:0.14s embed:0.36s db:0.02s total:0.38s | CPU:67% RAM:87% GPU:N/A | ETA:9m5s
batch 2693/4067 (26930/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:73% RAM:87% GPU:N/A | ETA:9m4s
batch 2694/4067 (26940/40670) | decode:0.13s embed:0.37s db:0.03s total:0.40s | CPU:72% RAM:86% GPU:N/A | ETA:9m4s
batch 2695/4067 (26950/40670) | decode:0.13s embed:0.37s db:0.02s total:0.39s | CPU:73% RAM:86% GPU:N/A | ETA:9m2s
batch 2696/4067 (26960/40670) | decode:0.12s embed:0.36s db:0.02s total:0.39s | CPU:72% RAM:87% GPU:N/A | ETA:8m59s
batch 2697/4067 (26970/40670) | decode:0.14s embed:0.36s db:0.03s total:0.38s | CPU:69% RAM:86% GPU:N/A | ETA:8m56s
batch 2698/4067 (26980/40670) | decode:0.13s embed:0.38s db:0.03s total:0.40s | CPU:69% RAM:87% GPU:N/A | ETA:8m59s
batch 2699/4067 (26990/40670) | decode:0.14s embed:0.36s db:0.03s total:0.39s | CPU:70% RAM:87% GPU:N/A | ETA:8m58s
batch 2700/4067 (27000/40670) | decode:0.13s embed:0.35s db:0.02s total:0.38s | CPU:64% RAM:87% GPU:N/A | ETA:8m52s
batch 2701/4067 (27010/40670) | decode:0.14s embed:0.36s db:0.02s total:0.38s | CPU:79% RAM:86% GPU:N/A | ETA:8m50s
batch 2702/4067 (27020/40670) | decode:0.11s embed:0.36s db:0.02s total:0.39s | CPU:82% RAM:86% GPU:N/A | ETA:8m49s
batch 2703/4067 (27030/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:80% RAM:87% GPU:N/A | ETA:8m46s
batch 2704/4067 (27040/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:69% RAM:86% GPU:N/A | ETA:8m44s
batch 2705/4067 (27050/40670) | decode:0.13s embed:0.36s db:0.02s total:0.39s | CPU:79% RAM:86% GPU:N/A | ETA:8m45s
batch 2706/4067 (27060/40670) | decode:0.13s embed:0.39s db:0.03s total:0.42s | CPU:75% RAM:87% GPU:N/A | ETA:8m53s
batch 2707/4067 (27070/40670) | decode:0.14s embed:0.41s db:0.03s total:0.44s | CPU:72% RAM:87% GPU:N/A | ETA:9m5s
batch 2708/4067 (27080/40670) | decode:0.13s embed:0.38s db:0.02s total:0.40s | CPU:73% RAM:87% GPU:N/A | ETA:9m4s
batch 2709/4067 (27090/40670) | decode:0.13s embed:0.37s db:0.02s total:0.39s | CPU:72% RAM:87% GPU:N/A | ETA:9m0s
batch 2710/4067 (27100/40670) | decode:0.14s embed:0.37s db:0.02s total:0.39s | CPU:74% RAM:86% GPU:N/A | ETA:8m57s
batch 2711/4067 (27110/40670) | decode:0.13s embed:0.36s db:0.02s total:0.39s | CPU:82% RAM:86% GPU:N/A | ETA:8m54s
batch 2712/4067 (27120/40670) | decode:0.14s embed:0.35s db:0.02s total:0.38s | CPU:82% RAM:86% GPU:N/A | ETA:8m50s
batch 2713/4067 (27130/40670) | decode:0.15s embed:0.36s db:0.02s total:0.38s | CPU:72% RAM:86% GPU:N/A | ETA:8m47s
batch 2714/4067 (27140/40670) | decode:0.12s embed:0.37s db:0.02s total:0.40s | CPU:77% RAM:86% GPU:N/A | ETA:8m48s
batch 2715/4067 (27150/40670) | decode:0.11s embed:0.35s db:0.02s total:0.37s | CPU:77% RAM:86% GPU:N/A | ETA:8m43s
batch 2716/4067 (27160/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:74% RAM:86% GPU:N/A | ETA:8m43s
batch 2717/4067 (27170/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:68% RAM:86% GPU:N/A | ETA:8m41s
batch 2718/4067 (27180/40670) | decode:0.11s embed:0.37s db:0.03s total:0.40s | CPU:74% RAM:86% GPU:N/A | ETA:8m45s
batch 2719/4067 (27190/40670) | decode:0.10s embed:0.37s db:0.02s total:0.40s | CPU:88% RAM:86% GPU:N/A | ETA:8m47s
batch 2720/4067 (27200/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:83% RAM:86% GPU:N/A | ETA:8m47s
batch 2721/4067 (27210/40670) | decode:0.11s embed:0.37s db:0.03s total:0.40s | CPU:82% RAM:86% GPU:N/A | ETA:8m48s
batch 2722/4067 (27220/40670) | decode:0.12s embed:0.38s db:0.03s total:0.41s | CPU:87% RAM:86% GPU:N/A | ETA:8m51s
batch 2723/4067 (27230/40670) | decode:0.13s embed:0.37s db:0.03s total:0.40s | CPU:78% RAM:86% GPU:N/A | ETA:8m51s
batch 2724/4067 (27240/40670) | decode:0.13s embed:0.38s db:0.02s total:0.40s | CPU:85% RAM:86% GPU:N/A | ETA:8m52s
batch 2725/4067 (27250/40670) | decode:0.12s embed:0.35s db:0.02s total:0.37s | CPU:64% RAM:86% GPU:N/A | ETA:8m46s
batch 2726/4067 (27260/40670) | decode:0.15s embed:0.35s db:0.04s total:0.39s | CPU:70% RAM:86% GPU:N/A | ETA:8m46s
batch 2727/4067 (27270/40670) | decode:0.13s embed:0.37s db:0.04s total:0.41s | CPU:72% RAM:86% GPU:N/A | ETA:8m49s
batch 2728/4067 (27280/40670) | decode:0.11s embed:0.35s db:0.04s total:0.39s | CPU:68% RAM:86% GPU:N/A | ETA:8m47s
batch 2729/4067 (27290/40670) | decode:0.11s embed:0.36s db:0.04s total:0.40s | CPU:69% RAM:86% GPU:N/A | ETA:8m48s
batch 2730/4067 (27300/40670) | decode:0.14s embed:0.37s db:0.03s total:0.39s | CPU:68% RAM:86% GPU:N/A | ETA:8m47s
batch 2731/4067 (27310/40670) | decode:0.13s embed:0.37s db:0.04s total:0.41s | CPU:63% RAM:86% GPU:N/A | ETA:8m51s
batch 2732/4067 (27320/40670) | decode:0.14s embed:0.36s db:0.02s total:0.38s | CPU:67% RAM:86% GPU:N/A | ETA:8m45s
batch 2733/4067 (27330/40670) | decode:0.13s embed:0.35s db:0.04s total:0.39s | CPU:74% RAM:86% GPU:N/A | ETA:8m43s
batch 2734/4067 (27340/40670) | decode:0.14s embed:0.37s db:0.04s total:0.41s | CPU:59% RAM:86% GPU:N/A | ETA:8m48s
batch 2735/4067 (27350/40670) | decode:0.12s embed:0.36s db:0.03s total:0.40s | CPU:63% RAM:86% GPU:N/A | ETA:8m48s
batch 2736/4067 (27360/40670) | decode:0.14s embed:0.38s db:0.04s total:0.42s | CPU:64% RAM:86% GPU:N/A | ETA:8m54s
batch 2737/4067 (27370/40670) | decode:0.12s embed:0.36s db:0.05s total:0.41s | CPU:59% RAM:86% GPU:N/A | ETA:8m56s
batch 2738/4067 (27380/40670) | decode:0.12s embed:0.37s db:0.04s total:0.41s | CPU:65% RAM:86% GPU:N/A | ETA:8m56s
batch 2739/4067 (27390/40670) | decode:0.12s embed:0.50s db:0.02s total:0.52s | CPU:75% RAM:86% GPU:N/A | ETA:9m28s
batch 2740/4067 (27400/40670) | decode:0.13s embed:0.34s db:0.02s total:0.36s | CPU:72% RAM:86% GPU:N/A | ETA:9m10s
batch 2741/4067 (27410/40670) | decode:0.14s embed:0.35s db:0.02s total:0.37s | CPU:74% RAM:86% GPU:N/A | ETA:8m59s
batch 2742/4067 (27420/40670) | decode:0.14s embed:0.36s db:0.03s total:0.39s | CPU:69% RAM:86% GPU:N/A | ETA:8m54s
batch 2743/4067 (27430/40670) | decode:0.12s embed:0.37s db:0.03s total:0.40s | CPU:70% RAM:86% GPU:N/A | ETA:8m53s
batch 2744/4067 (27440/40670) | decode:0.13s embed:0.38s db:0.03s total:0.41s | CPU:71% RAM:86% GPU:N/A | ETA:8m55s
batch 2745/4067 (27450/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:68% RAM:86% GPU:N/A | ETA:8m50s
batch 2746/4067 (27460/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:74% RAM:86% GPU:N/A | ETA:8m44s
batch 2747/4067 (27470/40670) | decode:0.11s embed:0.39s db:0.03s total:0.42s | CPU:71% RAM:86% GPU:N/A | ETA:8m48s
batch 2748/4067 (27480/40670) | decode:0.14s embed:0.36s db:0.02s total:0.38s | CPU:78% RAM:86% GPU:N/A | ETA:8m43s
batch 2749/4067 (27490/40670) | decode:0.13s embed:0.37s db:0.02s total:0.40s | CPU:79% RAM:86% GPU:N/A | ETA:8m42s
batch 2750/4067 (27500/40670) | decode:0.12s embed:0.37s db:0.03s total:0.40s | CPU:73% RAM:86% GPU:N/A | ETA:8m42s
batch 2751/4067 (27510/40670) | decode:0.11s embed:0.38s db:0.03s total:0.42s | CPU:83% RAM:86% GPU:N/A | ETA:8m47s
batch 2752/4067 (27520/40670) | decode:0.12s embed:0.36s db:0.02s total:0.39s | CPU:79% RAM:86% GPU:N/A | ETA:8m43s
batch 2753/4067 (27530/40670) | decode:0.14s embed:0.37s db:0.03s total:0.40s | CPU:77% RAM:86% GPU:N/A | ETA:8m44s
batch 2754/4067 (27540/40670) | decode:0.14s embed:0.36s db:0.03s total:0.39s | CPU:64% RAM:86% GPU:N/A | ETA:8m41s
batch 2755/4067 (27550/40670) | decode:0.14s embed:0.36s db:0.03s total:0.40s | CPU:66% RAM:86% GPU:N/A | ETA:8m41s
batch 2756/4067 (27560/40670) | decode:0.12s embed:0.39s db:0.03s total:0.43s | CPU:74% RAM:86% GPU:N/A | ETA:8m48s
batch 2757/4067 (27570/40670) | decode:0.12s embed:0.35s db:0.03s total:0.38s | CPU:67% RAM:86% GPU:N/A | ETA:8m42s
batch 2758/4067 (27580/40670) | decode:0.14s embed:0.35s db:0.03s total:0.39s | CPU:69% RAM:86% GPU:N/A | ETA:8m38s
batch 2759/4067 (27590/40670) | decode:0.11s embed:0.39s db:0.03s total:0.42s | CPU:77% RAM:86% GPU:N/A | ETA:8m44s
batch 2760/4067 (27600/40670) | decode:0.13s embed:0.35s db:0.03s total:0.39s | CPU:80% RAM:86% GPU:N/A | ETA:8m40s
batch 2761/4067 (27610/40670) | decode:0.12s embed:0.36s db:0.22s total:0.58s | CPU:53% RAM:87% GPU:N/A | ETA:9m28s
batch 2762/4067 (27620/40670) | decode:0.13s embed:0.38s db:0.02s total:0.40s | CPU:68% RAM:87% GPU:N/A | ETA:9m18s
batch 2763/4067 (27630/40670) | decode:0.16s embed:0.37s db:0.02s total:0.39s | CPU:84% RAM:87% GPU:N/A | ETA:9m6s
batch 2764/4067 (27640/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:78% RAM:87% GPU:N/A | ETA:8m55s
batch 2765/4067 (27650/40670) | decode:0.14s embed:0.36s db:0.02s total:0.38s | CPU:81% RAM:87% GPU:N/A | ETA:8m47s
batch 2766/4067 (27660/40670) | decode:0.13s embed:0.38s db:0.02s total:0.40s | CPU:82% RAM:87% GPU:N/A | ETA:8m46s
batch 2767/4067 (27670/40670) | decode:0.14s embed:0.40s db:0.02s total:0.42s | CPU:72% RAM:87% GPU:N/A | ETA:8m50s
batch 2768/4067 (27680/40670) | decode:0.12s embed:0.38s db:0.02s total:0.39s | CPU:69% RAM:87% GPU:N/A | ETA:8m46s
batch 2769/4067 (27690/40670) | decode:0.14s embed:0.36s db:0.02s total:0.38s | CPU:72% RAM:87% GPU:N/A | ETA:8m39s
batch 2770/4067 (27700/40670) | decode:0.12s embed:0.39s db:0.02s total:0.41s | CPU:73% RAM:87% GPU:N/A | ETA:8m42s
batch 2771/4067 (27710/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:83% RAM:87% GPU:N/A | ETA:8m37s
batch 2772/4067 (27720/40670) | decode:0.14s embed:0.37s db:0.02s total:0.39s | CPU:80% RAM:87% GPU:N/A | ETA:8m34s
batch 2773/4067 (27730/40670) | decode:0.10s embed:0.36s db:0.02s total:0.38s | CPU:74% RAM:87% GPU:N/A | ETA:8m28s
batch 2774/4067 (27740/40670) | decode:0.14s embed:0.36s db:0.02s total:0.38s | CPU:78% RAM:87% GPU:N/A | ETA:8m25s
batch 2775/4067 (27750/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:83% RAM:87% GPU:N/A | ETA:8m22s
batch 2776/4067 (27760/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:81% RAM:87% GPU:N/A | ETA:8m19s
batch 2777/4067 (27770/40670) | decode:0.11s embed:0.36s db:0.06s total:0.41s | CPU:69% RAM:86% GPU:N/A | ETA:8m26s
batch 2778/4067 (27780/40670) | decode:0.13s embed:0.37s db:0.02s total:0.39s | CPU:80% RAM:87% GPU:N/A | ETA:8m23s
batch 2779/4067 (27790/40670) | decode:0.11s embed:0.37s db:0.02s total:0.39s | CPU:76% RAM:87% GPU:N/A | ETA:8m22s
